edad,ingreso_anual,saldo_cuenta,meses_empleado,ratio_deuda,historial_pagos,productos_banco,tiene_tarjeta,default
36,72823.76,4843.8,46.0,0.4344,2,3,1,0
31,69607.57,9293.72,242.0,0.3075,0,3,0,0
60,84249.45,-5000.0,358.0,0.0374,1,6,1,0
58,40757.67,7777.09,59.0,0.3075,1,4,1,0
63,11823.55,7137.9,461.0,0.4628,2,5,1,0
27,61592.97,-5000.0,328.0,0.4466,2,4,0,0
46,64513.83,-4714.63,408.0,0.1023,1,5,1,0
30,84249.88,7832.01,303.0,0.1324,1,6,1,0
68,77032.26,578.3,429.0,0.7352,1,2,1,0
33,93636.81,11895.51,432.0,0.3521,2,3,0,0
26,60496.35,5485.82,36.0,0.2747,1,5,1,0
50,50720.26,3451.64,449.0,0.1829,0,3,0,0
68,10375.42,1636.41,254.0,0.0803,2,5,1,0
70,52702.41,5341.46,234.0,0.1937,2,3,0,0
23,31187.42,9423.46,118.0,0.3267,2,6,0,0
36,50287.75,7270.81,194.0,0.3162,0,2,0,0
26,46362.83,-384.07,261.0,0.2329,2,7,1,0
35,56793.34,12915.5,255.0,0.2738,1,3,1,0
48,42566.73,8261.55,339.0,0.2272,2,7,0,1
33,68375.5,,326.0,0.1844,2,4,1,0
21,8000.0,3733.58,358.0,0.2821,0,5,1,0
47,49749.84,7000.4,277.0,0.0301,2,5,1,0
21,75062.24,-5000.0,475.0,0.1899,1,5,1,0
30,91751.21,4930.47,421.0,0.18,1,2,1,0
18,63299.03,16121.46,459.0,0.2174,1,7,0,0
22,87122.08,4759.89,347.0,0.4742,0,4,1,0
42,49223.4,3667.82,118.0,0.3123,1,3,0,1
66,45071.56,-1767.07,463.0,0.4822,2,7,0,0
62,58235.39,6941.82,439.0,0.4415,2,4,1,0
23,44920.14,1439.4,142.0,0.0769,2,6,1,0
19,25441.06,13474.4,424.0,0.2469,1,2,1,0
37,32118.99,-3908.96,250.0,0.2031,2,2,0,0
55,17196.18,-618.44,347.0,0.5678,2,6,1,0
60,58209.43,-1807.02,164.0,0.1895,2,6,0,0
64,45284.8,17676.63,123.0,0.352,1,4,0,0
37,35992.85,1481.87,193.0,0.4183,2,4,1,0
27,30832.91,-1384.62,90.0,0.2375,1,4,1,0
19,57626.41,-5000.0,67.0,0.5179,1,2,1,1
26,64511.2,-4290.98,209.0,0.2732,1,2,1,0
21,16737.15,7223.08,454.0,0.1475,1,6,1,0
67,12807.88,7191.01,18.0,0.2426,1,4,1,0
33,68862.75,-2209.63,157.0,0.318,1,6,0,0
64,10621.67,-1765.25,136.0,0.2174,2,5,0,0
49,58687.17,17878.97,99.0,0.3178,1,4,1,0
48,85422.73,24571.04,35.0,0.3533,0,5,0,0
43,85480.87,12198.18,84.0,0.2089,2,6,1,0
64,63446.81,15474.24,251.0,0.1453,1,7,1,0
20,62720.24,17171.4,204.0,0.5537,1,3,1,0
23,101297.69,20716.57,295.0,0.1876,2,3,1,0
42,8000.0,584.58,411.0,0.2641,2,4,0,0
40,33391.61,-4026.14,53.0,0.171,1,3,1,0
49,66212.3,17667.92,158.0,0.3651,1,1,1,0
60,36567.82,-4714.35,,0.1584,1,6,1,0
51,75994.46,-5000.0,113.0,0.4916,1,3,0,0
32,44016.15,-5000.0,46.0,0.1917,2,3,1,1
36,48293.6,1948.83,114.0,0.1507,2,1,1,0
60,38133.13,-5000.0,190.0,0.499,1,5,1,0
29,31937.23,-5000.0,122.0,0.2079,1,7,1,0
46,31322.25,-1978.71,240.0,0.5399,2,5,1,0
48,51779.16,-5000.0,97.0,0.3801,2,1,1,0
60,25635.88,11499.29,279.0,0.4782,0,1,1,1
58,68830.12,3053.19,415.0,0.3743,2,3,1,0
44,61330.65,7616.18,153.0,0.5308,2,6,0,0
35,72485.41,6740.24,260.0,0.4355,1,1,1,0
38,16776.89,1345.82,342.0,0.6961,0,7,1,0
41,8000.0,10905.05,31.0,0.0934,1,6,0,0
30,44895.36,6617.18,163.0,0.5475,1,2,1,0
53,117470.02,452.8,304.0,0.3065,1,1,0,0
29,76655.22,-5000.0,121.0,0.1423,1,5,1,1
54,31138.84,7165.27,197.0,0.2679,2,5,0,0
60,55612.8,-5000.0,217.0,0.1479,1,5,1,0
72,63189.67,6042.27,449.0,0.4373,2,1,0,0
24,10790.29,3631.11,54.0,0.2623,0,2,0,0
61,79240.65,-5000.0,304.0,0.3024,2,2,0,0
22,40814.4,5067.18,463.0,0.1441,1,2,1,0
37,42732.98,4530.56,434.0,0.1592,2,3,1,0
28,45594.62,4559.58,264.0,0.179,1,1,0,0
27,73613.5,4175.98,186.0,0.0918,1,4,1,0
27,26120.45,-2219.11,69.0,0.1143,2,1,0,0
20,8000.0,7732.87,125.0,0.1962,0,5,1,0
64,53073.88,-2501.25,382.0,0.1843,1,3,0,0
21,8000.0,-5000.0,12.0,0.1852,0,4,1,0
40,37472.41,8397.07,345.0,0.6605,2,4,0,0
57,74671.86,10491.44,446.0,0.6063,2,3,1,0
74,59477.35,7849.58,206.0,0.3341,1,4,1,0
66,71058.9,1342.44,388.0,0.2394,1,7,0,0
25,60508.78,-5000.0,472.0,0.205,2,7,1,0
74,105258.36,14853.52,365.0,0.4385,0,3,0,0
55,30294.01,-5000.0,240.0,0.056,1,2,1,0
28,54953.29,7688.49,270.0,0.2037,1,7,1,0
43,34046.99,19881.89,102.0,0.5698,0,6,1,1
70,68920.03,4195.73,63.0,0.2747,2,5,0,0
40,43460.63,5329.86,379.0,0.2683,2,7,0,0
28,87971.12,6034.57,249.0,0.0859,2,2,0,0
67,31729.6,4585.34,445.0,0.1546,2,6,0,0
72,80178.16,21804.91,356.0,0.3207,1,3,1,0
73,59828.49,-3745.32,125.0,0.2836,2,3,1,1
72,44188.47,-4749.81,462.0,0.2974,2,4,1,0
67,58561.06,379.99,3.0,0.5166,1,3,1,1
43,51531.61,16926.65,45.0,0.4117,2,6,1,0
28,53898.87,-1615.01,292.0,0.4354,2,4,1,0
53,39828.22,6442.39,290.0,0.1591,2,3,0,0
30,27460.29,11568.07,351.0,0.3007,2,6,1,0
44,36623.22,9231.87,310.0,0.4211,1,7,1,0
55,8000.0,11144.59,125.0,0.3608,2,2,0,0
71,66048.71,14343.89,71.0,0.4878,2,5,0,0
34,14120.9,5465.85,,0.4052,2,3,1,0
32,39558.82,-656.39,162.0,0.2529,2,2,1,0
59,61201.13,4177.75,80.0,0.3441,0,4,0,0
18,65984.92,287.57,33.0,0.3643,1,5,0,0
50,8000.0,23172.42,384.0,0.2704,2,5,0,0
60,42703.8,-1261.25,405.0,0.188,0,1,1,0
49,56493.62,6865.13,420.0,0.0933,0,5,1,0
39,46300.4,-5000.0,409.0,0.3166,1,3,1,0
65,78601.87,4062.55,82.0,0.0865,1,4,1,0
39,24454.83,703.17,6.0,0.7663,2,2,1,0
58,8000.0,8405.48,240.0,0.1874,2,5,0,0
44,65258.15,8614.02,243.0,0.5473,2,4,1,0
19,31572.85,,13.0,0.326,2,1,1,0
48,8000.0,13700.55,420.0,0.1306,1,7,1,0
20,41037.19,2469.56,308.0,0.3997,0,4,1,0
71,75763.95,-4555.09,327.0,0.2148,1,7,1,0
52,13418.68,-3616.85,262.0,0.1191,0,5,0,0
39,103399.9,5421.9,476.0,0.1747,2,7,0,0
45,24052.96,4262.29,373.0,0.2169,2,1,1,0
53,47175.27,5063.41,277.0,0.1459,2,1,1,0
32,14521.69,-1280.88,240.0,0.3007,0,5,1,0
34,46040.26,14497.9,400.0,0.2539,0,3,1,0
41,41656.3,-5000.0,169.0,0.0176,1,5,1,0
32,8000.0,-1723.72,413.0,0.0429,2,3,1,0
61,115645.67,-5000.0,65.0,0.2603,2,5,1,0
23,32616.57,1328.21,17.0,0.0299,0,3,1,0
65,32638.44,12972.53,24.0,0.6132,1,7,1,0
37,69225.9,,175.0,0.26,1,3,0,0
49,90356.37,3811.82,253.0,0.1199,2,7,1,0
26,73160.92,8313.94,430.0,0.2869,2,5,1,0
39,14970.5,317.47,441.0,0.0348,2,6,0,0
61,50347.73,6061.02,15.0,0.1082,2,6,1,0
33,8000.0,5006.05,367.0,0.421,2,1,1,0
25,67542.63,-5000.0,96.0,0.0553,2,7,1,0
47,8000.0,-714.52,188.0,0.1319,2,7,0,0
27,24919.97,5836.68,411.0,0.4739,0,7,0,0
35,44919.96,13257.54,472.0,0.569,2,7,1,0
43,56125.16,13250.08,381.0,0.2345,1,1,1,0
50,38476.63,19763.9,88.0,0.2193,2,5,1,0
54,82977.09,6883.66,18.0,0.3061,2,6,1,0
56,63080.99,-306.52,478.0,0.2779,1,6,0,0
66,61118.12,2488.38,112.0,0.362,1,2,1,0
21,14264.98,2089.88,110.0,0.3453,2,6,1,0
38,87484.2,-263.04,250.0,0.4766,2,2,1,0
18,24923.37,6063.64,80.0,0.3829,2,6,0,0
18,88438.56,6435.91,319.0,0.1927,2,7,1,0
30,95554.88,-5000.0,411.0,0.1372,2,5,1,0
52,57816.41,11705.36,166.0,0.2338,2,3,0,0
68,70800.33,-5000.0,225.0,0.4292,2,5,1,0
62,8000.0,1220.14,431.0,0.1501,1,2,1,0
54,40124.94,12194.52,428.0,0.2441,1,4,1,0
62,72554.14,7859.13,44.0,0.1303,2,1,1,0
27,68112.76,144.21,359.0,0.2358,1,6,1,0
65,14506.92,18750.59,9.0,0.1313,1,3,1,0
68,37656.95,-520.59,75.0,0.136,0,6,1,1
23,8000.0,-5000.0,301.0,0.3137,0,2,0,0
44,55324.82,6621.92,58.0,0.1,1,4,1,0
65,8000.0,-5000.0,88.0,0.5173,1,7,1,0
45,73261.95,-3651.59,214.0,0.1014,2,4,0,0
65,74568.12,7982.0,199.0,0.5141,2,4,0,0
71,33140.83,-686.86,269.0,0.3072,0,7,1,0
45,58031.9,7644.88,441.0,0.317,2,1,1,0
21,,-5000.0,203.0,0.3202,1,3,0,0
37,51047.71,9867.84,146.0,0.1618,1,7,0,0
30,16318.51,-5000.0,101.0,0.0615,2,1,1,0
45,60562.32,13549.05,420.0,0.3675,2,3,0,0
51,8000.0,-802.85,104.0,0.2068,1,1,1,0
44,8000.0,15249.27,1.0,0.2809,2,6,1,1
29,41951.79,-3724.1,244.0,0.4461,2,4,0,0
35,39718.92,18398.12,351.0,0.3745,2,6,1,0
56,51807.54,-4661.29,6.0,0.4477,1,1,1,0
19,28762.31,-5000.0,305.0,0.5438,0,1,0,1
30,92142.29,3344.83,210.0,0.2559,1,7,1,0
68,49015.12,12871.91,372.0,0.156,2,7,1,0
23,50822.04,9326.31,15.0,0.0985,2,6,1,0
41,49930.85,12303.77,430.0,0.2414,2,3,1,0
29,70072.75,9484.16,419.0,0.3645,2,2,0,0
23,59400.44,-3562.14,329.0,0.2296,0,2,1,0
42,56050.45,9131.34,297.0,0.4419,2,3,0,0
47,63399.6,3742.67,337.0,0.1627,2,2,0,0
28,8000.0,-2677.85,76.0,0.1065,2,3,0,0
22,8000.0,4434.83,430.0,0.09,1,6,1,0
25,43098.53,2549.39,368.0,0.118,2,1,1,0
55,40058.15,14327.94,362.0,0.2576,1,6,1,0
67,59495.25,-1119.02,236.0,0.1551,1,2,1,0
28,45500.42,-1492.94,67.0,0.2841,2,5,1,0
36,59546.62,-2589.11,245.0,0.4367,2,1,0,0
37,13860.12,18174.79,261.0,0.3947,1,1,0,0
38,44731.39,-2141.49,122.0,0.1197,1,5,1,0
31,11473.58,13374.71,443.0,0.126,0,1,0,0
21,54671.45,-5000.0,189.0,0.3125,2,1,0,0
47,8000.0,7052.99,457.0,0.3053,2,6,1,0
38,53707.75,5100.08,421.0,0.2529,1,2,1,0
37,8275.02,12866.95,35.0,0.4582,2,2,0,0
33,35411.81,11707.03,70.0,0.2787,1,6,1,0
70,67373.19,3655.12,188.0,0.4858,2,3,0,0
52,50684.5,-1296.61,299.0,0.4875,1,4,1,1
41,8000.0,15999.69,54.0,0.2914,2,2,0,0
29,28190.15,-2095.58,104.0,0.3935,1,4,0,0
63,8000.0,-5000.0,411.0,0.2174,2,2,1,0
68,8000.0,-5000.0,213.0,0.3502,2,5,1,0
19,47941.58,-5000.0,266.0,0.4621,1,6,1,0
70,59007.46,7765.56,255.0,0.3373,2,7,0,0
57,56015.15,20715.74,465.0,0.2712,2,2,1,0
23,60065.67,-5000.0,58.0,0.1141,2,2,0,0
60,44702.23,-3260.44,250.0,0.1623,2,7,0,0
24,38165.24,3712.21,37.0,0.4257,2,4,1,0
20,18173.27,15364.06,22.0,0.1868,0,6,1,0
24,33998.01,-3303.5,232.0,0.1705,2,5,1,0
44,11966.29,7726.4,433.0,0.2656,2,2,1,0
53,23870.86,999.29,196.0,0.4587,0,5,0,0
41,47223.17,23857.29,344.0,0.2878,2,1,1,0
24,42054.85,4156.32,442.0,0.3739,2,1,1,0
29,121618.2,5845.51,2.0,0.3911,2,7,0,0
66,11355.11,3674.06,335.0,0.5539,1,1,0,0
72,41872.53,-317.49,,0.3047,1,7,0,0
60,9406.7,10598.96,430.0,0.2611,0,5,0,0
23,35305.35,-5000.0,353.0,0.0898,2,1,0,0
64,36322.67,-5000.0,445.0,0.2865,2,1,1,0
57,66122.0,1798.44,288.0,0.2762,2,4,0,0
47,33758.34,9524.51,9.0,0.3407,2,5,1,0
26,40217.01,-1646.22,471.0,0.2779,1,6,1,0
74,34242.05,4491.92,422.0,0.3943,1,5,1,0
43,9973.71,-5000.0,91.0,0.1196,0,4,1,0
20,28697.44,11501.31,460.0,0.3699,2,7,1,0
29,35451.58,8215.28,312.0,0.4529,1,1,1,0
40,46845.65,3157.83,,0.2099,2,4,1,0
21,58973.68,4349.84,392.0,0.0577,1,4,1,0
36,39135.09,-5000.0,305.0,0.0753,2,6,0,0
44,38695.59,-5000.0,378.0,0.1244,2,7,1,0
72,8000.0,2024.07,166.0,0.2106,2,3,1,1
22,58493.36,7109.88,187.0,0.4057,2,7,1,0
50,27602.55,7515.03,47.0,0.1016,1,7,0,0
70,63678.08,96.54,426.0,0.3277,2,1,1,0
63,77911.0,8963.03,126.0,0.2697,2,1,0,0
70,40302.12,14366.33,65.0,0.118,2,2,1,0
27,19417.22,2290.66,38.0,0.2649,2,4,1,0
63,44582.53,5477.31,185.0,0.3044,1,6,0,0
73,53717.55,1337.17,233.0,0.0928,2,7,1,0
36,37112.0,1989.55,400.0,0.1507,2,7,1,0
46,30899.04,4356.51,313.0,0.1703,1,4,1,0
48,59088.31,16626.11,386.0,0.1634,0,5,0,0
46,57439.46,10322.21,2.0,0.2153,1,6,1,0
34,36342.76,9601.48,14.0,0.1674,2,4,0,0
73,8000.0,-629.94,109.0,0.3282,2,4,0,1
72,56409.45,-4185.4,185.0,0.1447,2,6,1,0
39,25816.82,6116.28,35.0,0.3292,0,3,1,1
63,50358.53,12949.96,416.0,0.2817,2,2,0,0
40,48778.93,16787.24,463.0,0.3692,2,5,1,0
63,8000.0,-5000.0,232.0,0.1058,1,7,1,0
51,47027.04,22571.11,385.0,0.2936,1,7,1,0
44,57863.31,6335.9,91.0,0.0461,2,6,0,1
25,60928.81,10271.44,14.0,0.4988,1,7,1,1
55,47934.14,-5000.0,431.0,0.3498,2,3,1,0
36,8000.0,1104.75,390.0,0.2282,1,6,1,0
30,,9582.78,363.0,0.3936,2,2,0,0
29,55275.57,-5000.0,397.0,0.3024,1,4,1,0
73,14917.02,-5000.0,340.0,0.2629,1,3,1,0
23,25305.92,5684.04,386.0,0.3871,2,4,1,0
63,50780.61,2601.74,464.0,0.4609,2,2,1,0
67,61994.6,14530.7,421.0,0.2087,2,3,0,0
19,32800.93,1720.65,427.0,0.4973,1,4,1,0
51,65638.14,2306.25,224.0,0.1429,2,7,1,0
50,8000.0,8581.42,392.0,0.2625,2,3,1,0
38,,11268.16,114.0,0.3889,2,6,0,0
56,8000.0,,150.0,0.059,1,7,1,1
41,22564.87,10555.99,417.0,0.622,1,2,1,0
43,82701.93,-1173.87,174.0,0.3483,2,1,1,0
42,96445.06,3132.17,400.0,0.0576,1,7,1,0
63,50864.76,8366.16,237.0,0.3581,1,6,1,0
54,29039.27,9761.09,131.0,0.4478,0,1,1,1
39,39459.0,5546.52,197.0,0.0878,2,4,1,0
70,56833.5,-5000.0,278.0,0.7536,2,1,0,0
63,8000.0,-5000.0,30.0,0.1616,1,2,1,0
71,30687.52,1496.35,267.0,0.2811,1,5,1,0
59,80872.33,10770.28,50.0,0.2257,1,7,1,1
40,18857.25,6597.58,234.0,0.1785,1,4,0,0
62,26274.38,4936.26,155.0,0.088,0,2,1,0
36,45329.84,2943.79,292.0,0.0184,1,3,1,0
33,52078.56,5472.81,402.0,0.1589,2,7,0,0
43,29374.9,-4952.73,40.0,0.4234,2,4,1,1
73,46924.11,9241.61,40.0,0.5056,0,7,1,0
50,60198.49,9770.45,218.0,0.0636,1,4,0,0
39,94036.3,157.88,361.0,0.0363,1,4,1,0
44,41843.89,6496.06,134.0,0.033,0,5,1,0
34,43967.57,-5000.0,375.0,0.1921,2,2,1,0
55,83186.31,4440.38,1.0,0.338,2,2,0,1
37,31270.85,1935.0,141.0,0.1242,2,2,1,0
49,11891.17,13073.86,249.0,0.4036,2,6,1,0
39,51256.22,1410.86,300.0,0.3183,1,5,1,0
36,71904.38,9949.32,175.0,0.1624,2,5,1,0
73,54026.18,-129.38,423.0,0.5094,2,6,0,0
37,42574.61,-5000.0,206.0,0.4575,2,1,1,0
22,8790.17,1195.71,305.0,0.1703,1,5,0,0
39,43540.77,4574.06,53.0,0.4549,1,4,0,0
48,75828.87,4206.7,446.0,0.2443,2,1,0,0
23,14147.07,4327.6,242.0,0.2472,1,1,0,0
35,38881.32,-1051.63,225.0,0.3735,2,7,1,0
27,35312.88,410.18,129.0,0.298,2,4,0,0
46,27557.39,-5000.0,291.0,0.1607,2,2,0,0
59,51198.08,-5000.0,0.0,0.3558,2,3,1,0
73,56082.63,2148.33,216.0,0.2197,2,2,1,0
40,55820.67,-2961.62,374.0,0.3184,2,4,1,0
67,20579.76,11638.68,373.0,0.361,2,5,1,0
30,8000.0,-5000.0,301.0,0.0634,2,3,1,0
62,51559.71,5328.15,179.0,0.4268,2,7,0,0
50,32352.02,19971.9,253.0,0.2862,1,3,0,0
61,90957.81,1537.23,81.0,0.1933,1,5,1,0
61,92112.74,2978.02,298.0,0.0188,1,3,1,0
48,94767.24,6410.77,103.0,0.0325,1,2,0,0
32,21497.23,7036.16,155.0,0.5864,2,6,0,0
47,59234.23,-268.06,352.0,0.1145,1,4,1,0
65,66773.81,-5000.0,59.0,0.3196,0,3,1,1
73,63958.86,8221.77,158.0,0.4082,0,4,1,0
70,36140.05,-5000.0,171.0,0.605,1,4,1,0
28,76979.12,9657.83,454.0,0.5877,1,7,1,0
52,45011.87,-134.39,378.0,0.5137,1,6,1,0
23,48202.65,3024.68,178.0,0.1577,2,2,0,0
56,8000.0,-1204.86,291.0,0.0886,1,5,0,0
74,61119.12,14447.06,115.0,0.1563,1,7,1,0
20,38489.71,4992.09,379.0,0.0612,2,2,1,0
55,56619.47,426.1,165.0,0.0377,2,6,1,0
71,50877.84,200.78,433.0,0.5034,2,6,0,0
66,49523.41,1814.74,427.0,0.109,2,6,0,0
40,43857.16,22175.52,119.0,0.0986,2,5,1,0
23,64664.99,,196.0,0.4995,2,5,1,0
70,40027.69,11663.06,438.0,0.2293,0,4,1,0
70,8620.06,7544.84,46.0,0.4509,2,6,1,1
51,59223.89,15318.49,318.0,0.4068,0,5,0,0
73,24774.86,8032.53,247.0,0.3389,1,6,1,0
18,11893.45,3026.9,269.0,0.1773,2,5,0,0
53,19443.92,11160.22,274.0,0.2525,1,6,0,0
20,52083.31,4838.15,241.0,0.3929,0,4,0,0
71,42587.03,9039.65,164.0,0.3211,2,2,1,0
56,8000.0,14425.76,224.0,0.0961,2,2,1,0
70,35408.6,3740.16,469.0,0.3684,2,5,1,0
50,74230.78,-395.08,35.0,0.2895,0,4,1,1
22,33717.61,-2150.49,77.0,0.8159,1,7,1,0
19,40863.09,6604.32,,0.1905,0,2,1,1
37,71074.79,-4025.35,300.0,0.1459,1,2,0,0
60,64887.23,201.56,158.0,0.1227,2,7,1,0
26,70543.78,-4740.55,21.0,0.4314,1,1,0,1
66,8000.0,7066.71,97.0,0.4605,0,7,0,1
31,88338.08,-3017.25,124.0,0.5491,2,5,1,0
46,60910.01,-5000.0,41.0,0.1804,1,6,0,0
29,106536.91,-5000.0,368.0,0.5169,1,2,0,0
44,25441.85,-1568.71,11.0,0.1723,0,6,1,1
43,8000.0,-842.41,423.0,0.3127,1,1,1,0
18,45180.46,5011.62,469.0,0.1133,2,2,1,0
50,38115.69,1707.01,440.0,0.3466,1,3,0,0
62,61341.6,5962.49,101.0,0.291,1,3,1,1
71,71873.21,6604.9,109.0,0.8302,1,4,0,1
36,42817.65,,472.0,0.275,2,3,1,0
68,38982.3,-5000.0,298.0,0.1162,1,5,0,0
68,58068.0,-5000.0,261.0,0.3407,2,4,0,0
74,38591.78,,415.0,0.299,1,4,1,0
39,36500.45,4691.3,92.0,0.4025,2,5,1,0
66,70928.37,10815.46,194.0,0.4653,1,7,0,0
50,76494.45,-5000.0,69.0,0.1519,0,2,1,0
21,72099.16,-801.24,383.0,0.0377,2,3,0,0
33,40794.26,628.96,96.0,0.263,2,4,1,0
56,8000.0,4332.51,63.0,0.5336,0,6,1,0
27,41294.85,3287.02,174.0,0.2197,0,6,1,0
42,26050.5,6752.62,270.0,0.1551,2,6,1,0
62,41756.87,2082.77,98.0,0.1521,2,2,0,0
26,28222.73,13978.69,432.0,0.5124,0,2,0,0
46,44481.5,16529.67,397.0,0.2904,1,7,1,0
30,19018.11,-5000.0,441.0,0.3481,1,3,1,0
48,12982.06,3360.89,176.0,0.3214,1,4,1,0
31,75567.29,9383.95,186.0,0.1843,2,2,1,0
73,20758.56,7682.62,252.0,0.1213,2,6,0,0
22,45008.29,,436.0,0.2095,2,5,0,0
72,68862.87,5038.92,240.0,0.1514,1,3,1,0
63,67857.6,-5000.0,186.0,0.2324,1,1,1,0
66,64871.21,2846.86,316.0,0.3841,2,4,0,0
66,52571.66,-5000.0,63.0,0.336,2,5,1,1
28,63100.08,7063.83,478.0,0.2694,2,6,1,0
71,79327.2,-5000.0,330.0,0.1766,2,4,1,0
51,55625.56,4304.27,212.0,0.1589,1,2,0,0
72,8000.0,5553.56,43.0,0.2215,0,5,0,0
68,31786.67,3606.91,154.0,0.438,2,1,1,0
51,62409.25,-2055.62,275.0,0.3769,2,4,1,0
39,29322.6,1317.05,467.0,0.4738,2,7,1,0
24,85502.65,12448.57,233.0,0.1658,0,3,0,0
23,43420.5,-396.87,478.0,0.582,2,4,1,0
40,47131.22,3171.44,248.0,0.2959,2,6,1,0
64,73118.6,-1454.31,374.0,0.5172,2,3,0,0
46,40428.75,11163.42,47.0,0.2235,1,1,1,0
45,49406.93,3622.65,382.0,0.3491,2,4,0,0
31,67478.09,-3111.79,116.0,0.5731,1,6,0,0
50,8193.23,3057.0,195.0,0.2995,2,4,1,0
54,37867.55,1071.74,155.0,0.5507,2,4,0,1
73,65728.83,14140.66,258.0,0.4395,2,6,1,0
59,46640.0,2642.5,294.0,0.1362,1,1,0,0
52,81683.35,-5000.0,168.0,0.0336,2,7,1,0
69,8000.0,6989.07,27.0,0.4123,1,5,1,1
42,8000.0,17288.7,297.0,0.2397,2,3,0,0
71,64242.16,12575.45,201.0,0.2753,2,2,1,0
39,66645.18,-5000.0,396.0,0.217,2,4,1,0
25,40168.75,850.17,333.0,0.1122,1,6,0,0
41,55009.86,2754.53,179.0,0.4898,1,1,1,0
25,63630.17,2851.61,24.0,0.1182,2,1,1,1
24,24653.42,6047.69,256.0,0.1795,0,6,0,0
68,27328.79,247.19,381.0,0.241,0,7,1,0
63,49743.15,-4324.99,371.0,0.4212,2,3,1,0
30,67602.22,10614.4,160.0,0.3578,1,1,0,0
65,15851.08,-5000.0,100.0,0.22,2,2,0,1
21,40051.31,-3416.93,35.0,0.439,2,3,1,1
34,38894.08,-5000.0,292.0,0.0921,2,5,1,0
58,55448.98,7897.7,126.0,0.4847,1,4,1,0
35,44782.54,3851.77,372.0,0.181,2,5,1,0
59,31352.91,10068.03,286.0,0.2791,0,4,1,0
67,76214.14,-3281.55,25.0,0.1222,2,1,0,0
21,31518.56,-5000.0,331.0,0.0753,1,1,1,0
19,37697.59,-551.21,121.0,0.0561,2,6,1,0
71,8000.0,1540.02,418.0,0.2894,0,6,1,0
47,27159.35,,12.0,0.1418,0,3,1,1
46,57901.9,-5000.0,175.0,0.2885,2,1,1,1
44,53015.05,6829.85,3.0,0.1555,0,6,0,1
42,59987.92,-4153.91,303.0,0.3168,1,6,1,0
57,,-2179.33,229.0,0.3322,1,4,0,0
51,97192.85,12389.68,255.0,0.4912,2,6,1,0
27,26303.53,-5000.0,336.0,0.5525,2,2,0,1
53,8000.0,5580.02,430.0,0.3721,1,2,1,0
56,18736.18,5549.83,183.0,0.3619,2,7,1,0
24,27408.7,-3550.28,273.0,0.1131,2,3,1,0
39,20641.83,-576.03,298.0,0.2026,1,3,1,0
63,47341.52,12768.37,423.0,0.2864,2,5,1,0
53,76316.37,18703.39,91.0,0.3505,2,7,0,0
25,83491.48,11517.81,251.0,0.0916,1,1,1,0
20,57607.71,18086.97,401.0,0.3072,2,6,1,0
51,98531.81,-2530.66,135.0,0.1038,2,6,1,0
44,36090.67,-5000.0,174.0,0.3769,1,3,0,1
72,8000.0,2579.03,215.0,0.2385,0,7,1,0
47,71329.45,9438.87,339.0,0.235,0,6,0,0
71,8000.0,-5000.0,321.0,0.4682,0,3,1,0
30,26124.92,-4411.65,62.0,0.3235,2,5,1,0
43,58002.81,-3523.16,98.0,0.1392,2,6,0,0
25,42440.46,5852.51,392.0,0.1792,2,2,1,0
50,40226.18,4820.96,323.0,0.3831,2,2,1,0
28,15480.25,-3201.29,248.0,0.1394,1,4,0,0
46,44729.94,4438.49,201.0,0.3291,1,6,0,0
37,70091.56,,465.0,0.2282,0,4,1,0
28,45499.2,-411.4,423.0,0.387,2,6,0,0
23,24244.35,-5000.0,194.0,0.5988,1,2,1,0
47,13811.54,1798.1,168.0,0.5455,2,1,1,0
71,24760.14,-3403.91,419.0,0.2678,2,6,1,0
29,54808.34,8523.0,166.0,0.3922,2,6,1,0
41,53590.06,2790.5,197.0,0.26,1,3,0,0
30,24987.32,1186.06,440.0,0.2802,2,3,1,0
64,8000.0,17144.99,51.0,0.2528,1,7,1,0
41,55500.32,6066.31,337.0,0.5712,2,5,0,0
73,22557.32,54.77,330.0,0.2134,0,3,1,1
31,62226.56,,182.0,0.2589,2,1,1,0
22,26097.26,-5000.0,87.0,0.2445,1,1,1,1
51,20302.49,2472.93,413.0,0.1108,1,1,1,0
55,48829.3,5460.91,383.0,0.213,1,5,1,0
74,103942.48,-5000.0,411.0,0.4969,1,7,1,0
67,63725.75,-5000.0,160.0,0.2434,2,6,1,0
68,48405.48,-1128.82,462.0,0.2593,1,1,0,0
54,53971.29,-5000.0,363.0,0.1764,2,5,1,0
38,8000.0,3346.06,115.0,0.4627,2,2,0,0
42,16941.49,,231.0,0.2399,2,1,1,0
25,8000.0,2021.54,151.0,0.0289,2,4,1,0
42,88246.85,7401.39,257.0,0.2394,2,6,1,0
38,83184.65,-1679.3,90.0,0.3188,2,4,1,0
20,54820.46,2632.76,352.0,0.2712,1,6,1,0
29,48377.88,-5000.0,220.0,0.5028,0,2,1,0
48,8000.0,5276.96,319.0,0.0219,2,2,1,0
39,39517.5,3607.27,308.0,0.3072,1,4,0,0
74,89809.8,-5000.0,318.0,0.5076,2,6,1,0
45,48285.4,1759.52,364.0,0.1765,0,4,1,0
72,30883.84,2697.43,,0.2125,1,1,1,0
55,8000.0,5248.1,247.0,0.2475,0,4,1,0
20,79507.64,5544.95,280.0,0.1228,2,6,1,0
